coffee_type,size,variety,sugar,sugar_type,milk,extra,cost
freddo cappuccino latte,regular,80% arabica + 20% Robusta,medium-to-sweet,honey,oat,hazelnut syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,medium-to-sweet,honey,oat,vanilla syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,medium-to-sweet,honey,oat,cinnamon powder,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,medium-to-sweet,honey,oat,chocolate powder,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,fresh,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,fresh,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,fresh,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,fresh,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,fresh,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,fresh,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,fresh,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,fresh,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,evapore,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,evapore,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,evapore,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,evapore,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,evapore,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,evapore,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,evapore,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,evapore,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,almond,,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,almond,chocolate syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,almond,strawberry syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,almond,caramel syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,almond,hazelnut syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,almond,vanilla syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,almond,cinnamon powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,almond,chocolate powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,coconut,,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,coconut,chocolate syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,coconut,strawberry syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,coconut,caramel syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,coconut,hazelnut syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,coconut,vanilla syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,coconut,cinnamon powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,coconut,chocolate powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,oat,,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,oat,chocolate syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,oat,strawberry syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,oat,caramel syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,oat,hazelnut syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,oat,vanilla syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,oat,cinnamon powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,white,oat,chocolate powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,fresh,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,fresh,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,fresh,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,fresh,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,fresh,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,fresh,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,fresh,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,fresh,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,evapore,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,evapore,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,evapore,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,evapore,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,evapore,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,evapore,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,evapore,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,evapore,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,almond,,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,almond,chocolate syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,almond,strawberry syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,almond,caramel syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,almond,hazelnut syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,almond,vanilla syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,almond,cinnamon powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,almond,chocolate powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,coconut,,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,coconut,chocolate syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,coconut,strawberry syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,coconut,caramel syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,coconut,hazelnut syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,coconut,vanilla syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,coconut,cinnamon powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,coconut,chocolate powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,oat,,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,oat,chocolate syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,oat,strawberry syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,oat,caramel syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,oat,hazelnut syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,oat,vanilla syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,oat,cinnamon powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,brown,oat,chocolate powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,fresh,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,fresh,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,fresh,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,fresh,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,fresh,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,fresh,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,fresh,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,fresh,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,evapore,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,evapore,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,evapore,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,evapore,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,evapore,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,evapore,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,evapore,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,evapore,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,almond,,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,almond,chocolate syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,almond,strawberry syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,almond,caramel syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,almond,hazelnut syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,almond,vanilla syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,almond,cinnamon powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,almond,chocolate powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,coconut,,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,coconut,chocolate syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,coconut,strawberry syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,coconut,caramel syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,coconut,hazelnut syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,coconut,vanilla syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,coconut,cinnamon powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,coconut,chocolate powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,oat,,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,oat,chocolate syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,oat,strawberry syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,oat,caramel syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,oat,hazelnut syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,oat,vanilla syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,oat,cinnamon powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,saccharin,oat,chocolate powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,fresh,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,fresh,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,fresh,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,fresh,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,fresh,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,fresh,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,fresh,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,fresh,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,evapore,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,evapore,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,evapore,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,evapore,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,evapore,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,evapore,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,evapore,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,evapore,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,almond,,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,almond,chocolate syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,almond,strawberry syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,almond,caramel syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,almond,hazelnut syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,almond,vanilla syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,almond,cinnamon powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,almond,chocolate powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,coconut,,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,coconut,chocolate syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,coconut,strawberry syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,coconut,caramel syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,coconut,hazelnut syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,coconut,vanilla syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,coconut,cinnamon powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,coconut,chocolate powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,oat,,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,oat,chocolate syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,oat,strawberry syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,oat,caramel syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,oat,hazelnut syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,oat,vanilla syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,oat,cinnamon powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,stevia,oat,chocolate powder,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,,,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,,chocolate syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,,strawberry syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,,caramel syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,,hazelnut syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,,vanilla syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,,cinnamon powder,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,,chocolate powder,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,fresh,,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,fresh,chocolate syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,fresh,strawberry syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,fresh,caramel syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,fresh,hazelnut syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,fresh,vanilla syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,fresh,cinnamon powder,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,fresh,chocolate powder,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,evapore,,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,evapore,chocolate syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,evapore,strawberry syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,evapore,caramel syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,evapore,hazelnut syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,evapore,vanilla syrup,3.0
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,evapore,cinnamon powder,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,evapore,chocolate powder,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,almond,,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,almond,chocolate syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,almond,strawberry syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,almond,caramel syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,almond,hazelnut syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,almond,vanilla syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,almond,cinnamon powder,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,almond,chocolate powder,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,coconut,,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,coconut,chocolate syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,coconut,strawberry syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,coconut,caramel syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,coconut,hazelnut syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,coconut,vanilla syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,coconut,cinnamon powder,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,coconut,chocolate powder,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,oat,,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,oat,chocolate syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,oat,strawberry syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,oat,caramel syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,oat,hazelnut syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,oat,vanilla syrup,3.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,oat,cinnamon powder,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,sweet,honey,oat,chocolate powder,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,fresh,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,fresh,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,fresh,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,fresh,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,fresh,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,fresh,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,fresh,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,fresh,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,evapore,,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,evapore,chocolate syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,evapore,strawberry syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,evapore,caramel syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,evapore,hazelnut syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,evapore,vanilla syrup,2.6999999999999997
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,evapore,cinnamon powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,evapore,chocolate powder,2.4
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,almond,,2.8
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,almond,chocolate syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,almond,strawberry syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,almond,caramel syrup,3.1
freddo cappuccino latte,regular,80% arabica + 20% Robusta,very sweet,white,almond,hazelnut syrup,3.1
