coffee_type,size,sugar,sugar_type,milk,extra,cost
ellinikos,single,,saccharin,coconut,hazelnut syrup,2.2
ellinikos,single,,saccharin,coconut,vanilla syrup,2.2
ellinikos,single,,saccharin,coconut,cinnamon powder,1.9
ellinikos,single,,saccharin,coconut,chocolate powder,1.9
ellinikos,single,,saccharin,oat,,1.9
ellinikos,single,,saccharin,oat,chocolate syrup,2.2
ellinikos,single,,saccharin,oat,strawberry syrup,2.2
ellinikos,single,,saccharin,oat,caramel syrup,2.2
ellinikos,single,,saccharin,oat,hazelnut syrup,2.2
ellinikos,single,,saccharin,oat,vanilla syrup,2.2
ellinikos,single,,saccharin,oat,cinnamon powder,1.9
ellinikos,single,,saccharin,oat,chocolate powder,1.9
ellinikos,single,,stevia,,,1.5
ellinikos,single,,stevia,,chocolate syrup,1.8
ellinikos,single,,stevia,,strawberry syrup,1.8
ellinikos,single,,stevia,,caramel syrup,1.8
ellinikos,single,,stevia,,hazelnut syrup,1.8
ellinikos,single,,stevia,,vanilla syrup,1.8
ellinikos,single,,stevia,,cinnamon powder,1.5
ellinikos,single,,stevia,,chocolate powder,1.5
ellinikos,single,,stevia,fresh,,1.5
ellinikos,single,,stevia,fresh,chocolate syrup,1.8
ellinikos,single,,stevia,fresh,strawberry syrup,1.8
ellinikos,single,,stevia,fresh,caramel syrup,1.8
ellinikos,single,,stevia,fresh,hazelnut syrup,1.8
ellinikos,single,,stevia,fresh,vanilla syrup,1.8
ellinikos,single,,stevia,fresh,cinnamon powder,1.5
ellinikos,single,,stevia,fresh,chocolate powder,1.5
ellinikos,single,,stevia,evapore,,1.5
ellinikos,single,,stevia,evapore,chocolate syrup,1.8
ellinikos,single,,stevia,evapore,strawberry syrup,1.8
ellinikos,single,,stevia,evapore,caramel syrup,1.8
ellinikos,single,,stevia,evapore,hazelnut syrup,1.8
ellinikos,single,,stevia,evapore,vanilla syrup,1.8
ellinikos,single,,stevia,evapore,cinnamon powder,1.5
ellinikos,single,,stevia,evapore,chocolate powder,1.5
ellinikos,single,,stevia,almond,,1.9
ellinikos,single,,stevia,almond,chocolate syrup,2.2
ellinikos,single,,stevia,almond,strawberry syrup,2.2
ellinikos,single,,stevia,almond,caramel syrup,2.2
ellinikos,single,,stevia,almond,hazelnut syrup,2.2
ellinikos,single,,stevia,almond,vanilla syrup,2.2
ellinikos,single,,stevia,almond,cinnamon powder,1.9
ellinikos,single,,stevia,almond,chocolate powder,1.9
ellinikos,single,,stevia,coconut,,1.9
ellinikos,single,,stevia,coconut,chocolate syrup,2.2
ellinikos,single,,stevia,coconut,strawberry syrup,2.2
ellinikos,single,,stevia,coconut,caramel syrup,2.2
ellinikos,single,,stevia,coconut,hazelnut syrup,2.2
ellinikos,single,,stevia,coconut,vanilla syrup,2.2
ellinikos,single,,stevia,coconut,cinnamon powder,1.9
ellinikos,single,,stevia,coconut,chocolate powder,1.9
ellinikos,single,,stevia,oat,,1.9
ellinikos,single,,stevia,oat,chocolate syrup,2.2
ellinikos,single,,stevia,oat,strawberry syrup,2.2
ellinikos,single,,stevia,oat,caramel syrup,2.2
ellinikos,single,,stevia,oat,hazelnut syrup,2.2
ellinikos,single,,stevia,oat,vanilla syrup,2.2
ellinikos,single,,stevia,oat,cinnamon powder,1.9
ellinikos,single,,stevia,oat,chocolate powder,1.9
ellinikos,single,,honey,,,1.8
ellinikos,single,,honey,,chocolate syrup,2.1
ellinikos,single,,honey,,strawberry syrup,2.1
ellinikos,single,,honey,,caramel syrup,2.1
ellinikos,single,,honey,,hazelnut syrup,2.1
ellinikos,single,,honey,,vanilla syrup,2.1
ellinikos,single,,honey,,cinnamon powder,1.8
ellinikos,single,,honey,,chocolate powder,1.8
ellinikos,single,,honey,fresh,,1.8
ellinikos,single,,honey,fresh,chocolate syrup,2.1
ellinikos,single,,honey,fresh,strawberry syrup,2.1
ellinikos,single,,honey,fresh,caramel syrup,2.1
ellinikos,single,,honey,fresh,hazelnut syrup,2.1
ellinikos,single,,honey,fresh,vanilla syrup,2.1
ellinikos,single,,honey,fresh,cinnamon powder,1.8
ellinikos,single,,honey,fresh,chocolate powder,1.8
ellinikos,single,,honey,evapore,,1.8
ellinikos,single,,honey,evapore,chocolate syrup,2.1
ellinikos,single,,honey,evapore,strawberry syrup,2.1
ellinikos,single,,honey,evapore,caramel syrup,2.1
ellinikos,single,,honey,evapore,hazelnut syrup,2.1
ellinikos,single,,honey,evapore,vanilla syrup,2.1
ellinikos,single,,honey,evapore,cinnamon powder,1.8
ellinikos,single,,honey,evapore,chocolate powder,1.8
ellinikos,single,,honey,almond,,2.2
ellinikos,single,,honey,almond,chocolate syrup,2.5
ellinikos,single,,honey,almond,strawberry syrup,2.5
ellinikos,single,,honey,almond,caramel syrup,2.5
ellinikos,single,,honey,almond,hazelnut syrup,2.5
ellinikos,single,,honey,almond,vanilla syrup,2.5
ellinikos,single,,honey,almond,cinnamon powder,2.2
ellinikos,single,,honey,almond,chocolate powder,2.2
ellinikos,single,,honey,coconut,,2.2
ellinikos,single,,honey,coconut,chocolate syrup,2.5
ellinikos,single,,honey,coconut,strawberry syrup,2.5
ellinikos,single,,honey,coconut,caramel syrup,2.5
ellinikos,single,,honey,coconut,hazelnut syrup,2.5
ellinikos,single,,honey,coconut,vanilla syrup,2.5
ellinikos,single,,honey,coconut,cinnamon powder,2.2
ellinikos,single,,honey,coconut,chocolate powder,2.2
ellinikos,single,,honey,oat,,2.2
ellinikos,single,,honey,oat,chocolate syrup,2.5
ellinikos,single,,honey,oat,strawberry syrup,2.5
ellinikos,single,,honey,oat,caramel syrup,2.5
ellinikos,single,,honey,oat,hazelnut syrup,2.5
ellinikos,single,,honey,oat,vanilla syrup,2.5
ellinikos,single,,honey,oat,cinnamon powder,2.2
ellinikos,single,,honey,oat,chocolate powder,2.2
ellinikos,single,little,white,,,1.5
ellinikos,single,little,white,,chocolate syrup,1.8
ellinikos,single,little,white,,strawberry syrup,1.8
ellinikos,single,little,white,,caramel syrup,1.8
ellinikos,single,little,white,,hazelnut syrup,1.8
ellinikos,single,little,white,,vanilla syrup,1.8
ellinikos,single,little,white,,cinnamon powder,1.5
ellinikos,single,little,white,,chocolate powder,1.5
ellinikos,single,little,white,fresh,,1.5
ellinikos,single,little,white,fresh,chocolate syrup,1.8
ellinikos,single,little,white,fresh,strawberry syrup,1.8
ellinikos,single,little,white,fresh,caramel syrup,1.8
ellinikos,single,little,white,fresh,hazelnut syrup,1.8
ellinikos,single,little,white,fresh,vanilla syrup,1.8
ellinikos,single,little,white,fresh,cinnamon powder,1.5
ellinikos,single,little,white,fresh,chocolate powder,1.5
ellinikos,single,little,white,evapore,,1.5
ellinikos,single,little,white,evapore,chocolate syrup,1.8
ellinikos,single,little,white,evapore,strawberry syrup,1.8
ellinikos,single,little,white,evapore,caramel syrup,1.8
ellinikos,single,little,white,evapore,hazelnut syrup,1.8
ellinikos,single,little,white,evapore,vanilla syrup,1.8
ellinikos,single,little,white,evapore,cinnamon powder,1.5
ellinikos,single,little,white,evapore,chocolate powder,1.5
ellinikos,single,little,white,almond,,1.9
ellinikos,single,little,white,almond,chocolate syrup,2.2
ellinikos,single,little,white,almond,strawberry syrup,2.2
ellinikos,single,little,white,almond,caramel syrup,2.2
ellinikos,single,little,white,almond,hazelnut syrup,2.2
ellinikos,single,little,white,almond,vanilla syrup,2.2
ellinikos,single,little,white,almond,cinnamon powder,1.9
ellinikos,single,little,white,almond,chocolate powder,1.9
ellinikos,single,little,white,coconut,,1.9
ellinikos,single,little,white,coconut,chocolate syrup,2.2
ellinikos,single,little,white,coconut,strawberry syrup,2.2
ellinikos,single,little,white,coconut,caramel syrup,2.2
ellinikos,single,little,white,coconut,hazelnut syrup,2.2
ellinikos,single,little,white,coconut,vanilla syrup,2.2
ellinikos,single,little,white,coconut,cinnamon powder,1.9
ellinikos,single,little,white,coconut,chocolate powder,1.9
ellinikos,single,little,white,oat,,1.9
ellinikos,single,little,white,oat,chocolate syrup,2.2
ellinikos,single,little,white,oat,strawberry syrup,2.2
ellinikos,single,little,white,oat,caramel syrup,2.2
ellinikos,single,little,white,oat,hazelnut syrup,2.2
ellinikos,single,little,white,oat,vanilla syrup,2.2
ellinikos,single,little,white,oat,cinnamon powder,1.9
ellinikos,single,little,white,oat,chocolate powder,1.9
ellinikos,single,little,brown,,,1.5
ellinikos,single,little,brown,,chocolate syrup,1.8
ellinikos,single,little,brown,,strawberry syrup,1.8
ellinikos,single,little,brown,,caramel syrup,1.8
ellinikos,single,little,brown,,hazelnut syrup,1.8
ellinikos,single,little,brown,,vanilla syrup,1.8
ellinikos,single,little,brown,,cinnamon powder,1.5
ellinikos,single,little,brown,,chocolate powder,1.5
ellinikos,single,little,brown,fresh,,1.5
ellinikos,single,little,brown,fresh,chocolate syrup,1.8
ellinikos,single,little,brown,fresh,strawberry syrup,1.8
ellinikos,single,little,brown,fresh,caramel syrup,1.8
ellinikos,single,little,brown,fresh,hazelnut syrup,1.8
ellinikos,single,little,brown,fresh,vanilla syrup,1.8
ellinikos,single,little,brown,fresh,cinnamon powder,1.5
ellinikos,single,little,brown,fresh,chocolate powder,1.5
ellinikos,single,little,brown,evapore,,1.5
ellinikos,single,little,brown,evapore,chocolate syrup,1.8
ellinikos,single,little,brown,evapore,strawberry syrup,1.8
ellinikos,single,little,brown,evapore,caramel syrup,1.8
ellinikos,single,little,brown,evapore,hazelnut syrup,1.8
ellinikos,single,little,brown,evapore,vanilla syrup,1.8
ellinikos,single,little,brown,evapore,cinnamon powder,1.5
ellinikos,single,little,brown,evapore,chocolate powder,1.5
ellinikos,single,little,brown,almond,,1.9
ellinikos,single,little,brown,almond,chocolate syrup,2.2
ellinikos,single,little,brown,almond,strawberry syrup,2.2
ellinikos,single,little,brown,almond,caramel syrup,2.2
ellinikos,single,little,brown,almond,hazelnut syrup,2.2
ellinikos,single,little,brown,almond,vanilla syrup,2.2
ellinikos,single,little,brown,almond,cinnamon powder,1.9
ellinikos,single,little,brown,almond,chocolate powder,1.9
ellinikos,single,little,brown,coconut,,1.9
ellinikos,single,little,brown,coconut,chocolate syrup,2.2
ellinikos,single,little,brown,coconut,strawberry syrup,2.2
ellinikos,single,little,brown,coconut,caramel syrup,2.2
ellinikos,single,little,brown,coconut,hazelnut syrup,2.2
ellinikos,single,little,brown,coconut,vanilla syrup,2.2
ellinikos,single,little,brown,coconut,cinnamon powder,1.9
ellinikos,single,little,brown,coconut,chocolate powder,1.9
ellinikos,single,little,brown,oat,,1.9
ellinikos,single,little,brown,oat,chocolate syrup,2.2
ellinikos,single,little,brown,oat,strawberry syrup,2.2
ellinikos,single,little,brown,oat,caramel syrup,2.2
ellinikos,single,little,brown,oat,hazelnut syrup,2.2
ellinikos,single,little,brown,oat,vanilla syrup,2.2
ellinikos,single,little,brown,oat,cinnamon powder,1.9
ellinikos,single,little,brown,oat,chocolate powder,1.9
ellinikos,single,little,saccharin,,,1.5
ellinikos,single,little,saccharin,,chocolate syrup,1.8
ellinikos,single,little,saccharin,,strawberry syrup,1.8
ellinikos,single,little,saccharin,,caramel syrup,1.8
ellinikos,single,little,saccharin,,hazelnut syrup,1.8
ellinikos,single,little,saccharin,,vanilla syrup,1.8
ellinikos,single,little,saccharin,,cinnamon powder,1.5
ellinikos,single,little,saccharin,,chocolate powder,1.5
ellinikos,single,little,saccharin,fresh,,1.5
ellinikos,single,little,saccharin,fresh,chocolate syrup,1.8
ellinikos,single,little,saccharin,fresh,strawberry syrup,1.8
ellinikos,single,little,saccharin,fresh,caramel syrup,1.8
ellinikos,single,little,saccharin,fresh,hazelnut syrup,1.8
ellinikos,single,little,saccharin,fresh,vanilla syrup,1.8
ellinikos,single,little,saccharin,fresh,cinnamon powder,1.5
ellinikos,single,little,saccharin,fresh,chocolate powder,1.5
ellinikos,single,little,saccharin,evapore,,1.5
ellinikos,single,little,saccharin,evapore,chocolate syrup,1.8
ellinikos,single,little,saccharin,evapore,strawberry syrup,1.8
ellinikos,single,little,saccharin,evapore,caramel syrup,1.8
ellinikos,single,little,saccharin,evapore,hazelnut syrup,1.8
ellinikos,single,little,saccharin,evapore,vanilla syrup,1.8
ellinikos,single,little,saccharin,evapore,cinnamon powder,1.5
ellinikos,single,little,saccharin,evapore,chocolate powder,1.5
ellinikos,single,little,saccharin,almond,,1.9
ellinikos,single,little,saccharin,almond,chocolate syrup,2.2
ellinikos,single,little,saccharin,almond,strawberry syrup,2.2
ellinikos,single,little,saccharin,almond,caramel syrup,2.2
ellinikos,single,little,saccharin,almond,hazelnut syrup,2.2
ellinikos,single,little,saccharin,almond,vanilla syrup,2.2
ellinikos,single,little,saccharin,almond,cinnamon powder,1.9
ellinikos,single,little,saccharin,almond,chocolate powder,1.9
ellinikos,single,little,saccharin,coconut,,1.9
ellinikos,single,little,saccharin,coconut,chocolate syrup,2.2
ellinikos,single,little,saccharin,coconut,strawberry syrup,2.2
ellinikos,single,little,saccharin,coconut,caramel syrup,2.2
ellinikos,single,little,saccharin,coconut,hazelnut syrup,2.2
ellinikos,single,little,saccharin,coconut,vanilla syrup,2.2
ellinikos,single,little,saccharin,coconut,cinnamon powder,1.9
ellinikos,single,little,saccharin,coconut,chocolate powder,1.9
ellinikos,single,little,saccharin,oat,,1.9
ellinikos,single,little,saccharin,oat,chocolate syrup,2.2
ellinikos,single,little,saccharin,oat,strawberry syrup,2.2
ellinikos,single,little,saccharin,oat,caramel syrup,2.2
ellinikos,single,little,saccharin,oat,hazelnut syrup,2.2
ellinikos,single,little,saccharin,oat,vanilla syrup,2.2
ellinikos,single,little,saccharin,oat,cinnamon powder,1.9
ellinikos,single,little,saccharin,oat,chocolate powder,1.9
ellinikos,single,little,stevia,,,1.5
ellinikos,single,little,stevia,,chocolate syrup,1.8
ellinikos,single,little,stevia,,strawberry syrup,1.8
ellinikos,single,little,stevia,,caramel syrup,1.8
ellinikos,single,little,stevia,,hazelnut syrup,1.8
ellinikos,single,little,stevia,,vanilla syrup,1.8
ellinikos,single,little,stevia,,cinnamon powder,1.5
ellinikos,single,little,stevia,,chocolate powder,1.5
ellinikos,single,little,stevia,fresh,,1.5
ellinikos,single,little,stevia,fresh,chocolate syrup,1.8
ellinikos,single,little,stevia,fresh,strawberry syrup,1.8
ellinikos,single,little,stevia,fresh,caramel syrup,1.8
ellinikos,single,little,stevia,fresh,hazelnut syrup,1.8
ellinikos,single,little,stevia,fresh,vanilla syrup,1.8
ellinikos,single,little,stevia,fresh,cinnamon powder,1.5
ellinikos,single,little,stevia,fresh,chocolate powder,1.5
ellinikos,single,little,stevia,evapore,,1.5
ellinikos,single,little,stevia,evapore,chocolate syrup,1.8
ellinikos,single,little,stevia,evapore,strawberry syrup,1.8
ellinikos,single,little,stevia,evapore,caramel syrup,1.8
ellinikos,single,little,stevia,evapore,hazelnut syrup,1.8
ellinikos,single,little,stevia,evapore,vanilla syrup,1.8
ellinikos,single,little,stevia,evapore,cinnamon powder,1.5
ellinikos,single,little,stevia,evapore,chocolate powder,1.5
ellinikos,single,little,stevia,almond,,1.9
ellinikos,single,little,stevia,almond,chocolate syrup,2.2
ellinikos,single,little,stevia,almond,strawberry syrup,2.2
ellinikos,single,little,stevia,almond,caramel syrup,2.2
ellinikos,single,little,stevia,almond,hazelnut syrup,2.2
ellinikos,single,little,stevia,almond,vanilla syrup,2.2
ellinikos,single,little,stevia,almond,cinnamon powder,1.9
ellinikos,single,little,stevia,almond,chocolate powder,1.9
ellinikos,single,little,stevia,coconut,,1.9
ellinikos,single,little,stevia,coconut,chocolate syrup,2.2
ellinikos,single,little,stevia,coconut,strawberry syrup,2.2
ellinikos,single,little,stevia,coconut,caramel syrup,2.2
ellinikos,single,little,stevia,coconut,hazelnut syrup,2.2
ellinikos,single,little,stevia,coconut,vanilla syrup,2.2
ellinikos,single,little,stevia,coconut,cinnamon powder,1.9
ellinikos,single,little,stevia,coconut,chocolate powder,1.9
ellinikos,single,little,stevia,oat,,1.9
ellinikos,single,little,stevia,oat,chocolate syrup,2.2
ellinikos,single,little,stevia,oat,strawberry syrup,2.2
ellinikos,single,little,stevia,oat,caramel syrup,2.2
ellinikos,single,little,stevia,oat,hazelnut syrup,2.2
ellinikos,single,little,stevia,oat,vanilla syrup,2.2
ellinikos,single,little,stevia,oat,cinnamon powder,1.9
ellinikos,single,little,stevia,oat,chocolate powder,1.9
ellinikos,single,little,honey,,,1.8
ellinikos,single,little,honey,,chocolate syrup,2.1
ellinikos,single,little,honey,,strawberry syrup,2.1
ellinikos,single,little,honey,,caramel syrup,2.1
ellinikos,single,little,honey,,hazelnut syrup,2.1
ellinikos,single,little,honey,,vanilla syrup,2.1
ellinikos,single,little,honey,,cinnamon powder,1.8
ellinikos,single,little,honey,,chocolate powder,1.8
ellinikos,single,little,honey,fresh,,1.8
ellinikos,single,little,honey,fresh,chocolate syrup,2.1
ellinikos,single,little,honey,fresh,strawberry syrup,2.1
ellinikos,single,little,honey,fresh,caramel syrup,2.1
ellinikos,single,little,honey,fresh,hazelnut syrup,2.1
ellinikos,single,little,honey,fresh,vanilla syrup,2.1
ellinikos,single,little,honey,fresh,cinnamon powder,1.8
ellinikos,single,little,honey,fresh,chocolate powder,1.8
ellinikos,single,little,honey,evapore,,1.8
ellinikos,single,little,honey,evapore,chocolate syrup,2.1
ellinikos,single,little,honey,evapore,strawberry syrup,2.1
ellinikos,single,little,honey,evapore,caramel syrup,2.1
ellinikos,single,little,honey,evapore,hazelnut syrup,2.1
ellinikos,single,little,honey,evapore,vanilla syrup,2.1
ellinikos,single,little,honey,evapore,cinnamon powder,1.8
ellinikos,single,little,honey,evapore,chocolate powder,1.8
ellinikos,single,little,honey,almond,,2.2
ellinikos,single,little,honey,almond,chocolate syrup,2.5
ellinikos,single,little,honey,almond,strawberry syrup,2.5
ellinikos,single,little,honey,almond,caramel syrup,2.5
ellinikos,single,little,honey,almond,hazelnut syrup,2.5
ellinikos,single,little,honey,almond,vanilla syrup,2.5
ellinikos,single,little,honey,almond,cinnamon powder,2.2
ellinikos,single,little,honey,almond,chocolate powder,2.2
ellinikos,single,little,honey,coconut,,2.2
ellinikos,single,little,honey,coconut,chocolate syrup,2.5
ellinikos,single,little,honey,coconut,strawberry syrup,2.5
ellinikos,single,little,honey,coconut,caramel syrup,2.5
ellinikos,single,little,honey,coconut,hazelnut syrup,2.5
ellinikos,single,little,honey,coconut,vanilla syrup,2.5
ellinikos,single,little,honey,coconut,cinnamon powder,2.2
ellinikos,single,little,honey,coconut,chocolate powder,2.2
ellinikos,single,little,honey,oat,,2.2
ellinikos,single,little,honey,oat,chocolate syrup,2.5
ellinikos,single,little,honey,oat,strawberry syrup,2.5
ellinikos,single,little,honey,oat,caramel syrup,2.5
ellinikos,single,little,honey,oat,hazelnut syrup,2.5
ellinikos,single,little,honey,oat,vanilla syrup,2.5
ellinikos,single,little,honey,oat,cinnamon powder,2.2
ellinikos,single,little,honey,oat,chocolate powder,2.2
ellinikos,single,medium,white,,,1.5
ellinikos,single,medium,white,,chocolate syrup,1.8
ellinikos,single,medium,white,,strawberry syrup,1.8
ellinikos,single,medium,white,,caramel syrup,1.8
ellinikos,single,medium,white,,hazelnut syrup,1.8
ellinikos,single,medium,white,,vanilla syrup,1.8
ellinikos,single,medium,white,,cinnamon powder,1.5
ellinikos,single,medium,white,,chocolate powder,1.5
ellinikos,single,medium,white,fresh,,1.5
ellinikos,single,medium,white,fresh,chocolate syrup,1.8
ellinikos,single,medium,white,fresh,strawberry syrup,1.8
ellinikos,single,medium,white,fresh,caramel syrup,1.8
ellinikos,single,medium,white,fresh,hazelnut syrup,1.8
ellinikos,single,medium,white,fresh,vanilla syrup,1.8
ellinikos,single,medium,white,fresh,cinnamon powder,1.5
ellinikos,single,medium,white,fresh,chocolate powder,1.5
ellinikos,single,medium,white,evapore,,1.5
ellinikos,single,medium,white,evapore,chocolate syrup,1.8
ellinikos,single,medium,white,evapore,strawberry syrup,1.8
ellinikos,single,medium,white,evapore,caramel syrup,1.8
ellinikos,single,medium,white,evapore,hazelnut syrup,1.8
ellinikos,single,medium,white,evapore,vanilla syrup,1.8
ellinikos,single,medium,white,evapore,cinnamon powder,1.5
ellinikos,single,medium,white,evapore,chocolate powder,1.5
ellinikos,single,medium,white,almond,,1.9
ellinikos,single,medium,white,almond,chocolate syrup,2.2
ellinikos,single,medium,white,almond,strawberry syrup,2.2
ellinikos,single,medium,white,almond,caramel syrup,2.2
ellinikos,single,medium,white,almond,hazelnut syrup,2.2
ellinikos,single,medium,white,almond,vanilla syrup,2.2
ellinikos,single,medium,white,almond,cinnamon powder,1.9
ellinikos,single,medium,white,almond,chocolate powder,1.9
ellinikos,single,medium,white,coconut,,1.9
ellinikos,single,medium,white,coconut,chocolate syrup,2.2
ellinikos,single,medium,white,coconut,strawberry syrup,2.2
ellinikos,single,medium,white,coconut,caramel syrup,2.2
ellinikos,single,medium,white,coconut,hazelnut syrup,2.2
ellinikos,single,medium,white,coconut,vanilla syrup,2.2
ellinikos,single,medium,white,coconut,cinnamon powder,1.9
ellinikos,single,medium,white,coconut,chocolate powder,1.9
ellinikos,single,medium,white,oat,,1.9
ellinikos,single,medium,white,oat,chocolate syrup,2.2
ellinikos,single,medium,white,oat,strawberry syrup,2.2
ellinikos,single,medium,white,oat,caramel syrup,2.2
ellinikos,single,medium,white,oat,hazelnut syrup,2.2
ellinikos,single,medium,white,oat,vanilla syrup,2.2
ellinikos,single,medium,white,oat,cinnamon powder,1.9
ellinikos,single,medium,white,oat,chocolate powder,1.9
ellinikos,single,medium,brown,,,1.5
ellinikos,single,medium,brown,,chocolate syrup,1.8
ellinikos,single,medium,brown,,strawberry syrup,1.8
ellinikos,single,medium,brown,,caramel syrup,1.8
ellinikos,single,medium,brown,,hazelnut syrup,1.8
ellinikos,single,medium,brown,,vanilla syrup,1.8
ellinikos,single,medium,brown,,cinnamon powder,1.5
ellinikos,single,medium,brown,,chocolate powder,1.5
ellinikos,single,medium,brown,fresh,,1.5
ellinikos,single,medium,brown,fresh,chocolate syrup,1.8
ellinikos,single,medium,brown,fresh,strawberry syrup,1.8
ellinikos,single,medium,brown,fresh,caramel syrup,1.8
ellinikos,single,medium,brown,fresh,hazelnut syrup,1.8
ellinikos,single,medium,brown,fresh,vanilla syrup,1.8
ellinikos,single,medium,brown,fresh,cinnamon powder,1.5
ellinikos,single,medium,brown,fresh,chocolate powder,1.5
ellinikos,single,medium,brown,evapore,,1.5
ellinikos,single,medium,brown,evapore,chocolate syrup,1.8
ellinikos,single,medium,brown,evapore,strawberry syrup,1.8
ellinikos,single,medium,brown,evapore,caramel syrup,1.8
ellinikos,single,medium,brown,evapore,hazelnut syrup,1.8
ellinikos,single,medium,brown,evapore,vanilla syrup,1.8
ellinikos,single,medium,brown,evapore,cinnamon powder,1.5
ellinikos,single,medium,brown,evapore,chocolate powder,1.5
ellinikos,single,medium,brown,almond,,1.9
ellinikos,single,medium,brown,almond,chocolate syrup,2.2
ellinikos,single,medium,brown,almond,strawberry syrup,2.2
ellinikos,single,medium,brown,almond,caramel syrup,2.2
ellinikos,single,medium,brown,almond,hazelnut syrup,2.2
ellinikos,single,medium,brown,almond,vanilla syrup,2.2
ellinikos,single,medium,brown,almond,cinnamon powder,1.9
ellinikos,single,medium,brown,almond,chocolate powder,1.9
ellinikos,single,medium,brown,coconut,,1.9
ellinikos,single,medium,brown,coconut,chocolate syrup,2.2
ellinikos,single,medium,brown,coconut,strawberry syrup,2.2
ellinikos,single,medium,brown,coconut,caramel syrup,2.2
ellinikos,single,medium,brown,coconut,hazelnut syrup,2.2
ellinikos,single,medium,brown,coconut,vanilla syrup,2.2
ellinikos,single,medium,brown,coconut,cinnamon powder,1.9
ellinikos,single,medium,brown,coconut,chocolate powder,1.9
ellinikos,single,medium,brown,oat,,1.9
ellinikos,single,medium,brown,oat,chocolate syrup,2.2
ellinikos,single,medium,brown,oat,strawberry syrup,2.2
ellinikos,single,medium,brown,oat,caramel syrup,2.2
ellinikos,single,medium,brown,oat,hazelnut syrup,2.2
ellinikos,single,medium,brown,oat,vanilla syrup,2.2
ellinikos,single,medium,brown,oat,cinnamon powder,1.9
ellinikos,single,medium,brown,oat,chocolate powder,1.9
ellinikos,single,medium,saccharin,,,1.5
ellinikos,single,medium,saccharin,,chocolate syrup,1.8
ellinikos,single,medium,saccharin,,strawberry syrup,1.8
ellinikos,single,medium,saccharin,,caramel syrup,1.8
ellinikos,single,medium,saccharin,,hazelnut syrup,1.8
ellinikos,single,medium,saccharin,,vanilla syrup,1.8
ellinikos,single,medium,saccharin,,cinnamon powder,1.5
ellinikos,single,medium,saccharin,,chocolate powder,1.5
ellinikos,single,medium,saccharin,fresh,,1.5
ellinikos,single,medium,saccharin,fresh,chocolate syrup,1.8
ellinikos,single,medium,saccharin,fresh,strawberry syrup,1.8
ellinikos,single,medium,saccharin,fresh,caramel syrup,1.8
ellinikos,single,medium,saccharin,fresh,hazelnut syrup,1.8
ellinikos,single,medium,saccharin,fresh,vanilla syrup,1.8
ellinikos,single,medium,saccharin,fresh,cinnamon powder,1.5
ellinikos,single,medium,saccharin,fresh,chocolate powder,1.5
ellinikos,single,medium,saccharin,evapore,,1.5
ellinikos,single,medium,saccharin,evapore,chocolate syrup,1.8
ellinikos,single,medium,saccharin,evapore,strawberry syrup,1.8
ellinikos,single,medium,saccharin,evapore,caramel syrup,1.8
ellinikos,single,medium,saccharin,evapore,hazelnut syrup,1.8
ellinikos,single,medium,saccharin,evapore,vanilla syrup,1.8
ellinikos,single,medium,saccharin,evapore,cinnamon powder,1.5
ellinikos,single,medium,saccharin,evapore,chocolate powder,1.5
ellinikos,single,medium,saccharin,almond,,1.9
ellinikos,single,medium,saccharin,almond,chocolate syrup,2.2
ellinikos,single,medium,saccharin,almond,strawberry syrup,2.2
ellinikos,single,medium,saccharin,almond,caramel syrup,2.2
ellinikos,single,medium,saccharin,almond,hazelnut syrup,2.2
ellinikos,single,medium,saccharin,almond,vanilla syrup,2.2
ellinikos,single,medium,saccharin,almond,cinnamon powder,1.9
ellinikos,single,medium,saccharin,almond,chocolate powder,1.9
ellinikos,single,medium,saccharin,coconut,,1.9
ellinikos,single,medium,saccharin,coconut,chocolate syrup,2.2
ellinikos,single,medium,saccharin,coconut,strawberry syrup,2.2
ellinikos,single,medium,saccharin,coconut,caramel syrup,2.2
ellinikos,single,medium,saccharin,coconut,hazelnut syrup,2.2
ellinikos,single,medium,saccharin,coconut,vanilla syrup,2.2
ellinikos,single,medium,saccharin,coconut,cinnamon powder,1.9
ellinikos,single,medium,saccharin,coconut,chocolate powder,1.9
ellinikos,single,medium,saccharin,oat,,1.9
ellinikos,single,medium,saccharin,oat,chocolate syrup,2.2
ellinikos,single,medium,saccharin,oat,strawberry syrup,2.2
ellinikos,single,medium,saccharin,oat,caramel syrup,2.2
ellinikos,single,medium,saccharin,oat,hazelnut syrup,2.2
ellinikos,single,medium,saccharin,oat,vanilla syrup,2.2
ellinikos,single,medium,saccharin,oat,cinnamon powder,1.9
ellinikos,single,medium,saccharin,oat,chocolate powder,1.9
ellinikos,single,medium,stevia,,,1.5
ellinikos,single,medium,stevia,,chocolate syrup,1.8
ellinikos,single,medium,stevia,,strawberry syrup,1.8
ellinikos,single,medium,stevia,,caramel syrup,1.8
ellinikos,single,medium,stevia,,hazelnut syrup,1.8
ellinikos,single,medium,stevia,,vanilla syrup,1.8
ellinikos,single,medium,stevia,,cinnamon powder,1.5
ellinikos,single,medium,stevia,,chocolate powder,1.5
ellinikos,single,medium,stevia,fresh,,1.5
ellinikos,single,medium,stevia,fresh,chocolate syrup,1.8
ellinikos,single,medium,stevia,fresh,strawberry syrup,1.8
ellinikos,single,medium,stevia,fresh,caramel syrup,1.8
