tee_type,variety,sugar,sugar_type,milk,extra,cost
tee,moroccan mint,sweet,white,coconut,chocolate powder,2.2
tee,moroccan mint,sweet,white,oat,,2.2
tee,moroccan mint,sweet,white,oat,chocolate syrup,2.5
tee,moroccan mint,sweet,white,oat,strawberry syrup,2.5
tee,moroccan mint,sweet,white,oat,caramel syrup,2.5
tee,moroccan mint,sweet,white,oat,hazelnut syrup,2.5
tee,moroccan mint,sweet,white,oat,vanilla syrup,2.5
tee,moroccan mint,sweet,white,oat,cinnamon powder,2.2
tee,moroccan mint,sweet,white,oat,chocolate powder,2.2
tee,moroccan mint,sweet,brown,,,1.8
tee,moroccan mint,sweet,brown,,chocolate syrup,2.1
tee,moroccan mint,sweet,brown,,strawberry syrup,2.1
tee,moroccan mint,sweet,brown,,caramel syrup,2.1
tee,moroccan mint,sweet,brown,,hazelnut syrup,2.1
tee,moroccan mint,sweet,brown,,vanilla syrup,2.1
tee,moroccan mint,sweet,brown,,cinnamon powder,1.8
tee,moroccan mint,sweet,brown,,chocolate powder,1.8
tee,moroccan mint,sweet,brown,fresh,,1.8
tee,moroccan mint,sweet,brown,fresh,chocolate syrup,2.1
tee,moroccan mint,sweet,brown,fresh,strawberry syrup,2.1
tee,moroccan mint,sweet,brown,fresh,caramel syrup,2.1
tee,moroccan mint,sweet,brown,fresh,hazelnut syrup,2.1
tee,moroccan mint,sweet,brown,fresh,vanilla syrup,2.1
tee,moroccan mint,sweet,brown,fresh,cinnamon powder,1.8
tee,moroccan mint,sweet,brown,fresh,chocolate powder,1.8
tee,moroccan mint,sweet,brown,evapore,,1.8
tee,moroccan mint,sweet,brown,evapore,chocolate syrup,2.1
tee,moroccan mint,sweet,brown,evapore,strawberry syrup,2.1
tee,moroccan mint,sweet,brown,evapore,caramel syrup,2.1
tee,moroccan mint,sweet,brown,evapore,hazelnut syrup,2.1
tee,moroccan mint,sweet,brown,evapore,vanilla syrup,2.1
tee,moroccan mint,sweet,brown,evapore,cinnamon powder,1.8
tee,moroccan mint,sweet,brown,evapore,chocolate powder,1.8
tee,moroccan mint,sweet,brown,almond,,2.2
tee,moroccan mint,sweet,brown,almond,chocolate syrup,2.5
tee,moroccan mint,sweet,brown,almond,strawberry syrup,2.5
tee,moroccan mint,sweet,brown,almond,caramel syrup,2.5
tee,moroccan mint,sweet,brown,almond,hazelnut syrup,2.5
tee,moroccan mint,sweet,brown,almond,vanilla syrup,2.5
tee,moroccan mint,sweet,brown,almond,cinnamon powder,2.2
tee,moroccan mint,sweet,brown,almond,chocolate powder,2.2
tee,moroccan mint,sweet,brown,coconut,,2.2
tee,moroccan mint,sweet,brown,coconut,chocolate syrup,2.5
tee,moroccan mint,sweet,brown,coconut,strawberry syrup,2.5
tee,moroccan mint,sweet,brown,coconut,caramel syrup,2.5
tee,moroccan mint,sweet,brown,coconut,hazelnut syrup,2.5
tee,moroccan mint,sweet,brown,coconut,vanilla syrup,2.5
tee,moroccan mint,sweet,brown,coconut,cinnamon powder,2.2
tee,moroccan mint,sweet,brown,coconut,chocolate powder,2.2
tee,moroccan mint,sweet,brown,oat,,2.2
tee,moroccan mint,sweet,brown,oat,chocolate syrup,2.5
tee,moroccan mint,sweet,brown,oat,strawberry syrup,2.5
tee,moroccan mint,sweet,brown,oat,caramel syrup,2.5
tee,moroccan mint,sweet,brown,oat,hazelnut syrup,2.5
tee,moroccan mint,sweet,brown,oat,vanilla syrup,2.5
tee,moroccan mint,sweet,brown,oat,cinnamon powder,2.2
tee,moroccan mint,sweet,brown,oat,chocolate powder,2.2
tee,moroccan mint,sweet,saccharin,,,1.8
tee,moroccan mint,sweet,saccharin,,chocolate syrup,2.1
tee,moroccan mint,sweet,saccharin,,strawberry syrup,2.1
tee,moroccan mint,sweet,saccharin,,caramel syrup,2.1
tee,moroccan mint,sweet,saccharin,,hazelnut syrup,2.1
tee,moroccan mint,sweet,saccharin,,vanilla syrup,2.1
tee,moroccan mint,sweet,saccharin,,cinnamon powder,1.8
tee,moroccan mint,sweet,saccharin,,chocolate powder,1.8
tee,moroccan mint,sweet,saccharin,fresh,,1.8
tee,moroccan mint,sweet,saccharin,fresh,chocolate syrup,2.1
tee,moroccan mint,sweet,saccharin,fresh,strawberry syrup,2.1
tee,moroccan mint,sweet,saccharin,fresh,caramel syrup,2.1
tee,moroccan mint,sweet,saccharin,fresh,hazelnut syrup,2.1
tee,moroccan mint,sweet,saccharin,fresh,vanilla syrup,2.1
tee,moroccan mint,sweet,saccharin,fresh,cinnamon powder,1.8
tee,moroccan mint,sweet,saccharin,fresh,chocolate powder,1.8
tee,moroccan mint,sweet,saccharin,evapore,,1.8
tee,moroccan mint,sweet,saccharin,evapore,chocolate syrup,2.1
tee,moroccan mint,sweet,saccharin,evapore,strawberry syrup,2.1
tee,moroccan mint,sweet,saccharin,evapore,caramel syrup,2.1
tee,moroccan mint,sweet,saccharin,evapore,hazelnut syrup,2.1
tee,moroccan mint,sweet,saccharin,evapore,vanilla syrup,2.1
tee,moroccan mint,sweet,saccharin,evapore,cinnamon powder,1.8
tee,moroccan mint,sweet,saccharin,evapore,chocolate powder,1.8
tee,moroccan mint,sweet,saccharin,almond,,2.2
tee,moroccan mint,sweet,saccharin,almond,chocolate syrup,2.5
tee,moroccan mint,sweet,saccharin,almond,strawberry syrup,2.5
tee,moroccan mint,sweet,saccharin,almond,caramel syrup,2.5
tee,moroccan mint,sweet,saccharin,almond,hazelnut syrup,2.5
tee,moroccan mint,sweet,saccharin,almond,vanilla syrup,2.5
tee,moroccan mint,sweet,saccharin,almond,cinnamon powder,2.2
tee,moroccan mint,sweet,saccharin,almond,chocolate powder,2.2
tee,moroccan mint,sweet,saccharin,coconut,,2.2
tee,moroccan mint,sweet,saccharin,coconut,chocolate syrup,2.5
tee,moroccan mint,sweet,saccharin,coconut,strawberry syrup,2.5
tee,moroccan mint,sweet,saccharin,coconut,caramel syrup,2.5
tee,moroccan mint,sweet,saccharin,coconut,hazelnut syrup,2.5
tee,moroccan mint,sweet,saccharin,coconut,vanilla syrup,2.5
tee,moroccan mint,sweet,saccharin,coconut,cinnamon powder,2.2
tee,moroccan mint,sweet,saccharin,coconut,chocolate powder,2.2
tee,moroccan mint,sweet,saccharin,oat,,2.2
tee,moroccan mint,sweet,saccharin,oat,chocolate syrup,2.5
tee,moroccan mint,sweet,saccharin,oat,strawberry syrup,2.5
tee,moroccan mint,sweet,saccharin,oat,caramel syrup,2.5
tee,moroccan mint,sweet,saccharin,oat,hazelnut syrup,2.5
tee,moroccan mint,sweet,saccharin,oat,vanilla syrup,2.5
tee,moroccan mint,sweet,saccharin,oat,cinnamon powder,2.2
tee,moroccan mint,sweet,saccharin,oat,chocolate powder,2.2
tee,moroccan mint,sweet,stevia,,,1.8
tee,moroccan mint,sweet,stevia,,chocolate syrup,2.1
tee,moroccan mint,sweet,stevia,,strawberry syrup,2.1
tee,moroccan mint,sweet,stevia,,caramel syrup,2.1
tee,moroccan mint,sweet,stevia,,hazelnut syrup,2.1
tee,moroccan mint,sweet,stevia,,vanilla syrup,2.1
tee,moroccan mint,sweet,stevia,,cinnamon powder,1.8
tee,moroccan mint,sweet,stevia,,chocolate powder,1.8
tee,moroccan mint,sweet,stevia,fresh,,1.8
tee,moroccan mint,sweet,stevia,fresh,chocolate syrup,2.1
tee,moroccan mint,sweet,stevia,fresh,strawberry syrup,2.1
tee,moroccan mint,sweet,stevia,fresh,caramel syrup,2.1
tee,moroccan mint,sweet,stevia,fresh,hazelnut syrup,2.1
tee,moroccan mint,sweet,stevia,fresh,vanilla syrup,2.1
tee,moroccan mint,sweet,stevia,fresh,cinnamon powder,1.8
tee,moroccan mint,sweet,stevia,fresh,chocolate powder,1.8
tee,moroccan mint,sweet,stevia,evapore,,1.8
tee,moroccan mint,sweet,stevia,evapore,chocolate syrup,2.1
tee,moroccan mint,sweet,stevia,evapore,strawberry syrup,2.1
tee,moroccan mint,sweet,stevia,evapore,caramel syrup,2.1
tee,moroccan mint,sweet,stevia,evapore,hazelnut syrup,2.1
tee,moroccan mint,sweet,stevia,evapore,vanilla syrup,2.1
tee,moroccan mint,sweet,stevia,evapore,cinnamon powder,1.8
tee,moroccan mint,sweet,stevia,evapore,chocolate powder,1.8
tee,moroccan mint,sweet,stevia,almond,,2.2
tee,moroccan mint,sweet,stevia,almond,chocolate syrup,2.5
tee,moroccan mint,sweet,stevia,almond,strawberry syrup,2.5
tee,moroccan mint,sweet,stevia,almond,caramel syrup,2.5
tee,moroccan mint,sweet,stevia,almond,hazelnut syrup,2.5
tee,moroccan mint,sweet,stevia,almond,vanilla syrup,2.5
tee,moroccan mint,sweet,stevia,almond,cinnamon powder,2.2
tee,moroccan mint,sweet,stevia,almond,chocolate powder,2.2
tee,moroccan mint,sweet,stevia,coconut,,2.2
tee,moroccan mint,sweet,stevia,coconut,chocolate syrup,2.5
tee,moroccan mint,sweet,stevia,coconut,strawberry syrup,2.5
tee,moroccan mint,sweet,stevia,coconut,caramel syrup,2.5
tee,moroccan mint,sweet,stevia,coconut,hazelnut syrup,2.5
tee,moroccan mint,sweet,stevia,coconut,vanilla syrup,2.5
tee,moroccan mint,sweet,stevia,coconut,cinnamon powder,2.2
tee,moroccan mint,sweet,stevia,coconut,chocolate powder,2.2
tee,moroccan mint,sweet,stevia,oat,,2.2
tee,moroccan mint,sweet,stevia,oat,chocolate syrup,2.5
tee,moroccan mint,sweet,stevia,oat,strawberry syrup,2.5
tee,moroccan mint,sweet,stevia,oat,caramel syrup,2.5
tee,moroccan mint,sweet,stevia,oat,hazelnut syrup,2.5
tee,moroccan mint,sweet,stevia,oat,vanilla syrup,2.5
tee,moroccan mint,sweet,stevia,oat,cinnamon powder,2.2
tee,moroccan mint,sweet,stevia,oat,chocolate powder,2.2
tee,moroccan mint,sweet,honey,,,2.1
tee,moroccan mint,sweet,honey,,chocolate syrup,2.4
tee,moroccan mint,sweet,honey,,strawberry syrup,2.4
tee,moroccan mint,sweet,honey,,caramel syrup,2.4
tee,moroccan mint,sweet,honey,,hazelnut syrup,2.4
tee,moroccan mint,sweet,honey,,vanilla syrup,2.4
tee,moroccan mint,sweet,honey,,cinnamon powder,2.1
tee,moroccan mint,sweet,honey,,chocolate powder,2.1
tee,moroccan mint,sweet,honey,fresh,,2.1
tee,moroccan mint,sweet,honey,fresh,chocolate syrup,2.4
tee,moroccan mint,sweet,honey,fresh,strawberry syrup,2.4
tee,moroccan mint,sweet,honey,fresh,caramel syrup,2.4
tee,moroccan mint,sweet,honey,fresh,hazelnut syrup,2.4
tee,moroccan mint,sweet,honey,fresh,vanilla syrup,2.4
tee,moroccan mint,sweet,honey,fresh,cinnamon powder,2.1
tee,moroccan mint,sweet,honey,fresh,chocolate powder,2.1
tee,moroccan mint,sweet,honey,evapore,,2.1
tee,moroccan mint,sweet,honey,evapore,chocolate syrup,2.4
tee,moroccan mint,sweet,honey,evapore,strawberry syrup,2.4
tee,moroccan mint,sweet,honey,evapore,caramel syrup,2.4
tee,moroccan mint,sweet,honey,evapore,hazelnut syrup,2.4
tee,moroccan mint,sweet,honey,evapore,vanilla syrup,2.4
tee,moroccan mint,sweet,honey,evapore,cinnamon powder,2.1
tee,moroccan mint,sweet,honey,evapore,chocolate powder,2.1
tee,moroccan mint,sweet,honey,almond,,2.5
tee,moroccan mint,sweet,honey,almond,chocolate syrup,2.8
tee,moroccan mint,sweet,honey,almond,strawberry syrup,2.8
tee,moroccan mint,sweet,honey,almond,caramel syrup,2.8
tee,moroccan mint,sweet,honey,almond,hazelnut syrup,2.8
tee,moroccan mint,sweet,honey,almond,vanilla syrup,2.8
tee,moroccan mint,sweet,honey,almond,cinnamon powder,2.5
tee,moroccan mint,sweet,honey,almond,chocolate powder,2.5
tee,moroccan mint,sweet,honey,coconut,,2.5
tee,moroccan mint,sweet,honey,coconut,chocolate syrup,2.8
tee,moroccan mint,sweet,honey,coconut,strawberry syrup,2.8
tee,moroccan mint,sweet,honey,coconut,caramel syrup,2.8
tee,moroccan mint,sweet,honey,coconut,hazelnut syrup,2.8
tee,moroccan mint,sweet,honey,coconut,vanilla syrup,2.8
tee,moroccan mint,sweet,honey,coconut,cinnamon powder,2.5
tee,moroccan mint,sweet,honey,coconut,chocolate powder,2.5
tee,moroccan mint,sweet,honey,oat,,2.5
tee,moroccan mint,sweet,honey,oat,chocolate syrup,2.8
tee,moroccan mint,sweet,honey,oat,strawberry syrup,2.8
tee,moroccan mint,sweet,honey,oat,caramel syrup,2.8
tee,moroccan mint,sweet,honey,oat,hazelnut syrup,2.8
tee,moroccan mint,sweet,honey,oat,vanilla syrup,2.8
tee,moroccan mint,sweet,honey,oat,cinnamon powder,2.5
tee,moroccan mint,sweet,honey,oat,chocolate powder,2.5
tee,moroccan mint,very sweet,,,,1.8
tee,moroccan mint,very sweet,,,chocolate syrup,2.1
tee,moroccan mint,very sweet,,,strawberry syrup,2.1
tee,moroccan mint,very sweet,,,caramel syrup,2.1
tee,moroccan mint,very sweet,,,hazelnut syrup,2.1
tee,moroccan mint,very sweet,,,vanilla syrup,2.1
tee,moroccan mint,very sweet,,,cinnamon powder,1.8
tee,moroccan mint,very sweet,,,chocolate powder,1.8
tee,moroccan mint,very sweet,,fresh,,1.8
tee,moroccan mint,very sweet,,fresh,chocolate syrup,2.1
tee,moroccan mint,very sweet,,fresh,strawberry syrup,2.1
tee,moroccan mint,very sweet,,fresh,caramel syrup,2.1
tee,moroccan mint,very sweet,,fresh,hazelnut syrup,2.1
tee,moroccan mint,very sweet,,fresh,vanilla syrup,2.1
tee,moroccan mint,very sweet,,fresh,cinnamon powder,1.8
tee,moroccan mint,very sweet,,fresh,chocolate powder,1.8
tee,moroccan mint,very sweet,,evapore,,1.8
tee,moroccan mint,very sweet,,evapore,chocolate syrup,2.1
tee,moroccan mint,very sweet,,evapore,strawberry syrup,2.1
tee,moroccan mint,very sweet,,evapore,caramel syrup,2.1
tee,moroccan mint,very sweet,,evapore,hazelnut syrup,2.1
tee,moroccan mint,very sweet,,evapore,vanilla syrup,2.1
tee,moroccan mint,very sweet,,evapore,cinnamon powder,1.8
tee,moroccan mint,very sweet,,evapore,chocolate powder,1.8
tee,moroccan mint,very sweet,,almond,,2.2
tee,moroccan mint,very sweet,,almond,chocolate syrup,2.5
tee,moroccan mint,very sweet,,almond,strawberry syrup,2.5
tee,moroccan mint,very sweet,,almond,caramel syrup,2.5
tee,moroccan mint,very sweet,,almond,hazelnut syrup,2.5
tee,moroccan mint,very sweet,,almond,vanilla syrup,2.5
tee,moroccan mint,very sweet,,almond,cinnamon powder,2.2
tee,moroccan mint,very sweet,,almond,chocolate powder,2.2
tee,moroccan mint,very sweet,,coconut,,2.2
tee,moroccan mint,very sweet,,coconut,chocolate syrup,2.5
tee,moroccan mint,very sweet,,coconut,strawberry syrup,2.5
tee,moroccan mint,very sweet,,coconut,caramel syrup,2.5
tee,moroccan mint,very sweet,,coconut,hazelnut syrup,2.5
tee,moroccan mint,very sweet,,coconut,vanilla syrup,2.5
tee,moroccan mint,very sweet,,coconut,cinnamon powder,2.2
tee,moroccan mint,very sweet,,coconut,chocolate powder,2.2
tee,moroccan mint,very sweet,,oat,,2.2
tee,moroccan mint,very sweet,,oat,chocolate syrup,2.5
tee,moroccan mint,very sweet,,oat,strawberry syrup,2.5
tee,moroccan mint,very sweet,,oat,caramel syrup,2.5
tee,moroccan mint,very sweet,,oat,hazelnut syrup,2.5
tee,moroccan mint,very sweet,,oat,vanilla syrup,2.5
tee,moroccan mint,very sweet,,oat,cinnamon powder,2.2
tee,moroccan mint,very sweet,,oat,chocolate powder,2.2
tee,moroccan mint,very sweet,white,,,1.8
tee,moroccan mint,very sweet,white,,chocolate syrup,2.1
tee,moroccan mint,very sweet,white,,strawberry syrup,2.1
tee,moroccan mint,very sweet,white,,caramel syrup,2.1
tee,moroccan mint,very sweet,white,,hazelnut syrup,2.1
tee,moroccan mint,very sweet,white,,vanilla syrup,2.1
tee,moroccan mint,very sweet,white,,cinnamon powder,1.8
tee,moroccan mint,very sweet,white,,chocolate powder,1.8
tee,moroccan mint,very sweet,white,fresh,,1.8
tee,moroccan mint,very sweet,white,fresh,chocolate syrup,2.1
tee,moroccan mint,very sweet,white,fresh,strawberry syrup,2.1
tee,moroccan mint,very sweet,white,fresh,caramel syrup,2.1
tee,moroccan mint,very sweet,white,fresh,hazelnut syrup,2.1
tee,moroccan mint,very sweet,white,fresh,vanilla syrup,2.1
tee,moroccan mint,very sweet,white,fresh,cinnamon powder,1.8
tee,moroccan mint,very sweet,white,fresh,chocolate powder,1.8
tee,moroccan mint,very sweet,white,evapore,,1.8
tee,moroccan mint,very sweet,white,evapore,chocolate syrup,2.1
tee,moroccan mint,very sweet,white,evapore,strawberry syrup,2.1
tee,moroccan mint,very sweet,white,evapore,caramel syrup,2.1
tee,moroccan mint,very sweet,white,evapore,hazelnut syrup,2.1
tee,moroccan mint,very sweet,white,evapore,vanilla syrup,2.1
tee,moroccan mint,very sweet,white,evapore,cinnamon powder,1.8
tee,moroccan mint,very sweet,white,evapore,chocolate powder,1.8
tee,moroccan mint,very sweet,white,almond,,2.2
tee,moroccan mint,very sweet,white,almond,chocolate syrup,2.5
tee,moroccan mint,very sweet,white,almond,strawberry syrup,2.5
tee,moroccan mint,very sweet,white,almond,caramel syrup,2.5
tee,moroccan mint,very sweet,white,almond,hazelnut syrup,2.5
tee,moroccan mint,very sweet,white,almond,vanilla syrup,2.5
tee,moroccan mint,very sweet,white,almond,cinnamon powder,2.2
tee,moroccan mint,very sweet,white,almond,chocolate powder,2.2
tee,moroccan mint,very sweet,white,coconut,,2.2
tee,moroccan mint,very sweet,white,coconut,chocolate syrup,2.5
tee,moroccan mint,very sweet,white,coconut,strawberry syrup,2.5
tee,moroccan mint,very sweet,white,coconut,caramel syrup,2.5
tee,moroccan mint,very sweet,white,coconut,hazelnut syrup,2.5
tee,moroccan mint,very sweet,white,coconut,vanilla syrup,2.5
tee,moroccan mint,very sweet,white,coconut,cinnamon powder,2.2
tee,moroccan mint,very sweet,white,coconut,chocolate powder,2.2
tee,moroccan mint,very sweet,white,oat,,2.2
tee,moroccan mint,very sweet,white,oat,chocolate syrup,2.5
tee,moroccan mint,very sweet,white,oat,strawberry syrup,2.5
tee,moroccan mint,very sweet,white,oat,caramel syrup,2.5
tee,moroccan mint,very sweet,white,oat,hazelnut syrup,2.5
tee,moroccan mint,very sweet,white,oat,vanilla syrup,2.5
tee,moroccan mint,very sweet,white,oat,cinnamon powder,2.2
tee,moroccan mint,very sweet,white,oat,chocolate powder,2.2
tee,moroccan mint,very sweet,brown,,,1.8
tee,moroccan mint,very sweet,brown,,chocolate syrup,2.1
tee,moroccan mint,very sweet,brown,,strawberry syrup,2.1
tee,moroccan mint,very sweet,brown,,caramel syrup,2.1
tee,moroccan mint,very sweet,brown,,hazelnut syrup,2.1
tee,moroccan mint,very sweet,brown,,vanilla syrup,2.1
tee,moroccan mint,very sweet,brown,,cinnamon powder,1.8
tee,moroccan mint,very sweet,brown,,chocolate powder,1.8
tee,moroccan mint,very sweet,brown,fresh,,1.8
tee,moroccan mint,very sweet,brown,fresh,chocolate syrup,2.1
tee,moroccan mint,very sweet,brown,fresh,strawberry syrup,2.1
tee,moroccan mint,very sweet,brown,fresh,caramel syrup,2.1
tee,moroccan mint,very sweet,brown,fresh,hazelnut syrup,2.1
tee,moroccan mint,very sweet,brown,fresh,vanilla syrup,2.1
tee,moroccan mint,very sweet,brown,fresh,cinnamon powder,1.8
tee,moroccan mint,very sweet,brown,fresh,chocolate powder,1.8
tee,moroccan mint,very sweet,brown,evapore,,1.8
tee,moroccan mint,very sweet,brown,evapore,chocolate syrup,2.1
tee,moroccan mint,very sweet,brown,evapore,strawberry syrup,2.1
tee,moroccan mint,very sweet,brown,evapore,caramel syrup,2.1
tee,moroccan mint,very sweet,brown,evapore,hazelnut syrup,2.1
tee,moroccan mint,very sweet,brown,evapore,vanilla syrup,2.1
tee,moroccan mint,very sweet,brown,evapore,cinnamon powder,1.8
tee,moroccan mint,very sweet,brown,evapore,chocolate powder,1.8
tee,moroccan mint,very sweet,brown,almond,,2.2
tee,moroccan mint,very sweet,brown,almond,chocolate syrup,2.5
tee,moroccan mint,very sweet,brown,almond,strawberry syrup,2.5
tee,moroccan mint,very sweet,brown,almond,caramel syrup,2.5
tee,moroccan mint,very sweet,brown,almond,hazelnut syrup,2.5
tee,moroccan mint,very sweet,brown,almond,vanilla syrup,2.5
tee,moroccan mint,very sweet,brown,almond,cinnamon powder,2.2
tee,moroccan mint,very sweet,brown,almond,chocolate powder,2.2
tee,moroccan mint,very sweet,brown,coconut,,2.2
tee,moroccan mint,very sweet,brown,coconut,chocolate syrup,2.5
tee,moroccan mint,very sweet,brown,coconut,strawberry syrup,2.5
tee,moroccan mint,very sweet,brown,coconut,caramel syrup,2.5
tee,moroccan mint,very sweet,brown,coconut,hazelnut syrup,2.5
tee,moroccan mint,very sweet,brown,coconut,vanilla syrup,2.5
tee,moroccan mint,very sweet,brown,coconut,cinnamon powder,2.2
tee,moroccan mint,very sweet,brown,coconut,chocolate powder,2.2
tee,moroccan mint,very sweet,brown,oat,,2.2
tee,moroccan mint,very sweet,brown,oat,chocolate syrup,2.5
tee,moroccan mint,very sweet,brown,oat,strawberry syrup,2.5
tee,moroccan mint,very sweet,brown,oat,caramel syrup,2.5
tee,moroccan mint,very sweet,brown,oat,hazelnut syrup,2.5
tee,moroccan mint,very sweet,brown,oat,vanilla syrup,2.5
tee,moroccan mint,very sweet,brown,oat,cinnamon powder,2.2
tee,moroccan mint,very sweet,brown,oat,chocolate powder,2.2
tee,moroccan mint,very sweet,saccharin,,,1.8
tee,moroccan mint,very sweet,saccharin,,chocolate syrup,2.1
tee,moroccan mint,very sweet,saccharin,,strawberry syrup,2.1
tee,moroccan mint,very sweet,saccharin,,caramel syrup,2.1
tee,moroccan mint,very sweet,saccharin,,hazelnut syrup,2.1
tee,moroccan mint,very sweet,saccharin,,vanilla syrup,2.1
tee,moroccan mint,very sweet,saccharin,,cinnamon powder,1.8
tee,moroccan mint,very sweet,saccharin,,chocolate powder,1.8
tee,moroccan mint,very sweet,saccharin,fresh,,1.8
tee,moroccan mint,very sweet,saccharin,fresh,chocolate syrup,2.1
tee,moroccan mint,very sweet,saccharin,fresh,strawberry syrup,2.1
tee,moroccan mint,very sweet,saccharin,fresh,caramel syrup,2.1
tee,moroccan mint,very sweet,saccharin,fresh,hazelnut syrup,2.1
tee,moroccan mint,very sweet,saccharin,fresh,vanilla syrup,2.1
tee,moroccan mint,very sweet,saccharin,fresh,cinnamon powder,1.8
tee,moroccan mint,very sweet,saccharin,fresh,chocolate powder,1.8
tee,moroccan mint,very sweet,saccharin,evapore,,1.8
tee,moroccan mint,very sweet,saccharin,evapore,chocolate syrup,2.1
tee,moroccan mint,very sweet,saccharin,evapore,strawberry syrup,2.1
tee,moroccan mint,very sweet,saccharin,evapore,caramel syrup,2.1
tee,moroccan mint,very sweet,saccharin,evapore,hazelnut syrup,2.1
tee,moroccan mint,very sweet,saccharin,evapore,vanilla syrup,2.1
tee,moroccan mint,very sweet,saccharin,evapore,cinnamon powder,1.8
tee,moroccan mint,very sweet,saccharin,evapore,chocolate powder,1.8
tee,moroccan mint,very sweet,saccharin,almond,,2.2
tee,moroccan mint,very sweet,saccharin,almond,chocolate syrup,2.5
tee,moroccan mint,very sweet,saccharin,almond,strawberry syrup,2.5
tee,moroccan mint,very sweet,saccharin,almond,caramel syrup,2.5
tee,moroccan mint,very sweet,saccharin,almond,hazelnut syrup,2.5
tee,moroccan mint,very sweet,saccharin,almond,vanilla syrup,2.5
tee,moroccan mint,very sweet,saccharin,almond,cinnamon powder,2.2
tee,moroccan mint,very sweet,saccharin,almond,chocolate powder,2.2
tee,moroccan mint,very sweet,saccharin,coconut,,2.2
tee,moroccan mint,very sweet,saccharin,coconut,chocolate syrup,2.5
tee,moroccan mint,very sweet,saccharin,coconut,strawberry syrup,2.5
tee,moroccan mint,very sweet,saccharin,coconut,caramel syrup,2.5
tee,moroccan mint,very sweet,saccharin,coconut,hazelnut syrup,2.5
tee,moroccan mint,very sweet,saccharin,coconut,vanilla syrup,2.5
tee,moroccan mint,very sweet,saccharin,coconut,cinnamon powder,2.2
tee,moroccan mint,very sweet,saccharin,coconut,chocolate powder,2.2
tee,moroccan mint,very sweet,saccharin,oat,,2.2
tee,moroccan mint,very sweet,saccharin,oat,chocolate syrup,2.5
tee,moroccan mint,very sweet,saccharin,oat,strawberry syrup,2.5
tee,moroccan mint,very sweet,saccharin,oat,caramel syrup,2.5
tee,moroccan mint,very sweet,saccharin,oat,hazelnut syrup,2.5
tee,moroccan mint,very sweet,saccharin,oat,vanilla syrup,2.5
tee,moroccan mint,very sweet,saccharin,oat,cinnamon powder,2.2
tee,moroccan mint,very sweet,saccharin,oat,chocolate powder,2.2
tee,moroccan mint,very sweet,stevia,,,1.8
tee,moroccan mint,very sweet,stevia,,chocolate syrup,2.1
tee,moroccan mint,very sweet,stevia,,strawberry syrup,2.1
tee,moroccan mint,very sweet,stevia,,caramel syrup,2.1
tee,moroccan mint,very sweet,stevia,,hazelnut syrup,2.1
tee,moroccan mint,very sweet,stevia,,vanilla syrup,2.1
tee,moroccan mint,very sweet,stevia,,cinnamon powder,1.8
tee,moroccan mint,very sweet,stevia,,chocolate powder,1.8
tee,moroccan mint,very sweet,stevia,fresh,,1.8
tee,moroccan mint,very sweet,stevia,fresh,chocolate syrup,2.1
tee,moroccan mint,very sweet,stevia,fresh,strawberry syrup,2.1
tee,moroccan mint,very sweet,stevia,fresh,caramel syrup,2.1
tee,moroccan mint,very sweet,stevia,fresh,hazelnut syrup,2.1
tee,moroccan mint,very sweet,stevia,fresh,vanilla syrup,2.1
tee,moroccan mint,very sweet,stevia,fresh,cinnamon powder,1.8
tee,moroccan mint,very sweet,stevia,fresh,chocolate powder,1.8
tee,moroccan mint,very sweet,stevia,evapore,,1.8
tee,moroccan mint,very sweet,stevia,evapore,chocolate syrup,2.1
tee,moroccan mint,very sweet,stevia,evapore,strawberry syrup,2.1
tee,moroccan mint,very sweet,stevia,evapore,caramel syrup,2.1
tee,moroccan mint,very sweet,stevia,evapore,hazelnut syrup,2.1
tee,moroccan mint,very sweet,stevia,evapore,vanilla syrup,2.1
tee,moroccan mint,very sweet,stevia,evapore,cinnamon powder,1.8
tee,moroccan mint,very sweet,stevia,evapore,chocolate powder,1.8
tee,moroccan mint,very sweet,stevia,almond,,2.2
tee,moroccan mint,very sweet,stevia,almond,chocolate syrup,2.5
tee,moroccan mint,very sweet,stevia,almond,strawberry syrup,2.5
tee,moroccan mint,very sweet,stevia,almond,caramel syrup,2.5
tee,moroccan mint,very sweet,stevia,almond,hazelnut syrup,2.5
tee,moroccan mint,very sweet,stevia,almond,vanilla syrup,2.5
tee,moroccan mint,very sweet,stevia,almond,cinnamon powder,2.2
tee,moroccan mint,very sweet,stevia,almond,chocolate powder,2.2
tee,moroccan mint,very sweet,stevia,coconut,,2.2
tee,moroccan mint,very sweet,stevia,coconut,chocolate syrup,2.5
tee,moroccan mint,very sweet,stevia,coconut,strawberry syrup,2.5
tee,moroccan mint,very sweet,stevia,coconut,caramel syrup,2.5
tee,moroccan mint,very sweet,stevia,coconut,hazelnut syrup,2.5
tee,moroccan mint,very sweet,stevia,coconut,vanilla syrup,2.5
tee,moroccan mint,very sweet,stevia,coconut,cinnamon powder,2.2
tee,moroccan mint,very sweet,stevia,coconut,chocolate powder,2.2
tee,moroccan mint,very sweet,stevia,oat,,2.2
tee,moroccan mint,very sweet,stevia,oat,chocolate syrup,2.5
tee,moroccan mint,very sweet,stevia,oat,strawberry syrup,2.5
