coffee_type,size,variety,sugar,sugar_type,milk,extra,cost
espresso machiatto,double,Decaffeine,very sweet,saccharin,coconut,cinnamon powder,2.8
espresso machiatto,double,Decaffeine,very sweet,saccharin,coconut,chocolate powder,2.8
espresso machiatto,double,Decaffeine,very sweet,saccharin,oat,,2.8
espresso machiatto,double,Decaffeine,very sweet,saccharin,oat,chocolate syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,saccharin,oat,strawberry syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,saccharin,oat,caramel syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,saccharin,oat,hazelnut syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,saccharin,oat,vanilla syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,saccharin,oat,cinnamon powder,2.8
espresso machiatto,double,Decaffeine,very sweet,saccharin,oat,chocolate powder,2.8
espresso machiatto,double,Decaffeine,very sweet,stevia,,,2.4
espresso machiatto,double,Decaffeine,very sweet,stevia,,chocolate syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,,strawberry syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,,caramel syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,,hazelnut syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,,vanilla syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,,cinnamon powder,2.4
espresso machiatto,double,Decaffeine,very sweet,stevia,,chocolate powder,2.4
espresso machiatto,double,Decaffeine,very sweet,stevia,fresh,,2.4
espresso machiatto,double,Decaffeine,very sweet,stevia,fresh,chocolate syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,fresh,strawberry syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,fresh,caramel syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,fresh,hazelnut syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,fresh,vanilla syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,fresh,cinnamon powder,2.4
espresso machiatto,double,Decaffeine,very sweet,stevia,fresh,chocolate powder,2.4
espresso machiatto,double,Decaffeine,very sweet,stevia,evapore,,2.4
espresso machiatto,double,Decaffeine,very sweet,stevia,evapore,chocolate syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,evapore,strawberry syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,evapore,caramel syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,evapore,hazelnut syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,evapore,vanilla syrup,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,stevia,evapore,cinnamon powder,2.4
espresso machiatto,double,Decaffeine,very sweet,stevia,evapore,chocolate powder,2.4
espresso machiatto,double,Decaffeine,very sweet,stevia,almond,,2.8
espresso machiatto,double,Decaffeine,very sweet,stevia,almond,chocolate syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,almond,strawberry syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,almond,caramel syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,almond,hazelnut syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,almond,vanilla syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,almond,cinnamon powder,2.8
espresso machiatto,double,Decaffeine,very sweet,stevia,almond,chocolate powder,2.8
espresso machiatto,double,Decaffeine,very sweet,stevia,coconut,,2.8
espresso machiatto,double,Decaffeine,very sweet,stevia,coconut,chocolate syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,coconut,strawberry syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,coconut,caramel syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,coconut,hazelnut syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,coconut,vanilla syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,coconut,cinnamon powder,2.8
espresso machiatto,double,Decaffeine,very sweet,stevia,coconut,chocolate powder,2.8
espresso machiatto,double,Decaffeine,very sweet,stevia,oat,,2.8
espresso machiatto,double,Decaffeine,very sweet,stevia,oat,chocolate syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,oat,strawberry syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,oat,caramel syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,oat,hazelnut syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,oat,vanilla syrup,3.1
espresso machiatto,double,Decaffeine,very sweet,stevia,oat,cinnamon powder,2.8
espresso machiatto,double,Decaffeine,very sweet,stevia,oat,chocolate powder,2.8
espresso machiatto,double,Decaffeine,very sweet,honey,,,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,honey,,chocolate syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,,strawberry syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,,caramel syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,,hazelnut syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,,vanilla syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,,cinnamon powder,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,honey,,chocolate powder,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,honey,fresh,,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,honey,fresh,chocolate syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,fresh,strawberry syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,fresh,caramel syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,fresh,hazelnut syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,fresh,vanilla syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,fresh,cinnamon powder,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,honey,fresh,chocolate powder,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,honey,evapore,,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,honey,evapore,chocolate syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,evapore,strawberry syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,evapore,caramel syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,evapore,hazelnut syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,evapore,vanilla syrup,3.0
espresso machiatto,double,Decaffeine,very sweet,honey,evapore,cinnamon powder,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,honey,evapore,chocolate powder,2.6999999999999997
espresso machiatto,double,Decaffeine,very sweet,honey,almond,,3.1
espresso machiatto,double,Decaffeine,very sweet,honey,almond,chocolate syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,almond,strawberry syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,almond,caramel syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,almond,hazelnut syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,almond,vanilla syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,almond,cinnamon powder,3.1
espresso machiatto,double,Decaffeine,very sweet,honey,almond,chocolate powder,3.1
espresso machiatto,double,Decaffeine,very sweet,honey,coconut,,3.1
espresso machiatto,double,Decaffeine,very sweet,honey,coconut,chocolate syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,coconut,strawberry syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,coconut,caramel syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,coconut,hazelnut syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,coconut,vanilla syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,coconut,cinnamon powder,3.1
espresso machiatto,double,Decaffeine,very sweet,honey,coconut,chocolate powder,3.1
espresso machiatto,double,Decaffeine,very sweet,honey,oat,,3.1
espresso machiatto,double,Decaffeine,very sweet,honey,oat,chocolate syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,oat,strawberry syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,oat,caramel syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,oat,hazelnut syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,oat,vanilla syrup,3.4
espresso machiatto,double,Decaffeine,very sweet,honey,oat,cinnamon powder,3.1
espresso machiatto,double,Decaffeine,very sweet,honey,oat,chocolate powder,3.1
espresso americano,double,80% arabica + 20% Robusta,,,,,2.0
espresso americano,double,80% arabica + 20% Robusta,,,,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,,,,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,,,fresh,,2.0
espresso americano,double,80% arabica + 20% Robusta,,,fresh,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,fresh,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,fresh,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,fresh,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,fresh,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,fresh,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,,,fresh,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,,,evapore,,2.0
espresso americano,double,80% arabica + 20% Robusta,,,evapore,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,evapore,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,evapore,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,evapore,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,evapore,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,,,evapore,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,,,evapore,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,,,almond,,2.4
espresso americano,double,80% arabica + 20% Robusta,,,almond,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,almond,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,almond,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,almond,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,almond,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,almond,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,,,almond,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,,,coconut,,2.4
espresso americano,double,80% arabica + 20% Robusta,,,coconut,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,coconut,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,coconut,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,coconut,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,coconut,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,coconut,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,,,coconut,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,,,oat,,2.4
espresso americano,double,80% arabica + 20% Robusta,,,oat,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,oat,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,oat,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,oat,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,oat,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,,,oat,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,,,oat,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,white,,,2.0
espresso americano,double,80% arabica + 20% Robusta,little,white,,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,white,,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,white,fresh,,2.0
espresso americano,double,80% arabica + 20% Robusta,little,white,fresh,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,fresh,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,fresh,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,fresh,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,fresh,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,fresh,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,white,fresh,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,white,evapore,,2.0
espresso americano,double,80% arabica + 20% Robusta,little,white,evapore,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,evapore,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,evapore,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,evapore,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,evapore,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,white,evapore,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,white,evapore,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,white,almond,,2.4
espresso americano,double,80% arabica + 20% Robusta,little,white,almond,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,almond,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,almond,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,almond,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,almond,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,almond,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,white,almond,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,white,coconut,,2.4
espresso americano,double,80% arabica + 20% Robusta,little,white,coconut,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,coconut,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,coconut,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,coconut,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,coconut,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,coconut,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,white,coconut,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,white,oat,,2.4
espresso americano,double,80% arabica + 20% Robusta,little,white,oat,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,oat,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,oat,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,oat,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,oat,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,white,oat,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,white,oat,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,brown,,,2.0
espresso americano,double,80% arabica + 20% Robusta,little,brown,,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,brown,,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,brown,fresh,,2.0
espresso americano,double,80% arabica + 20% Robusta,little,brown,fresh,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,fresh,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,fresh,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,fresh,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,fresh,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,fresh,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,brown,fresh,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,brown,evapore,,2.0
espresso americano,double,80% arabica + 20% Robusta,little,brown,evapore,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,evapore,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,evapore,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,evapore,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,evapore,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,brown,evapore,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,brown,evapore,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,brown,almond,,2.4
espresso americano,double,80% arabica + 20% Robusta,little,brown,almond,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,almond,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,almond,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,almond,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,almond,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,almond,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,brown,almond,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,brown,coconut,,2.4
espresso americano,double,80% arabica + 20% Robusta,little,brown,coconut,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,coconut,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,coconut,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,coconut,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,coconut,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,coconut,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,brown,coconut,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,brown,oat,,2.4
espresso americano,double,80% arabica + 20% Robusta,little,brown,oat,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,oat,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,oat,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,oat,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,oat,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,brown,oat,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,brown,oat,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,,,2.0
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,fresh,,2.0
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,fresh,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,fresh,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,fresh,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,fresh,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,fresh,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,fresh,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,fresh,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,evapore,,2.0
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,evapore,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,evapore,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,evapore,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,evapore,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,evapore,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,evapore,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,evapore,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,almond,,2.4
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,almond,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,almond,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,almond,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,almond,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,almond,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,almond,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,almond,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,coconut,,2.4
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,coconut,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,coconut,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,coconut,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,coconut,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,coconut,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,coconut,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,coconut,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,oat,,2.4
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,oat,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,oat,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,oat,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,oat,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,oat,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,oat,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,saccharin,oat,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,stevia,,,2.0
espresso americano,double,80% arabica + 20% Robusta,little,stevia,,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,stevia,,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,stevia,fresh,,2.0
espresso americano,double,80% arabica + 20% Robusta,little,stevia,fresh,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,fresh,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,fresh,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,fresh,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,fresh,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,fresh,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,stevia,fresh,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,stevia,evapore,,2.0
espresso americano,double,80% arabica + 20% Robusta,little,stevia,evapore,chocolate syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,evapore,strawberry syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,evapore,caramel syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,evapore,hazelnut syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,evapore,vanilla syrup,2.3
espresso americano,double,80% arabica + 20% Robusta,little,stevia,evapore,cinnamon powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,stevia,evapore,chocolate powder,2.0
espresso americano,double,80% arabica + 20% Robusta,little,stevia,almond,,2.4
espresso americano,double,80% arabica + 20% Robusta,little,stevia,almond,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,stevia,almond,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,stevia,almond,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,stevia,almond,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,stevia,almond,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,stevia,almond,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,stevia,almond,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,stevia,coconut,,2.4
espresso americano,double,80% arabica + 20% Robusta,little,stevia,coconut,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,stevia,coconut,strawberry syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,stevia,coconut,caramel syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,stevia,coconut,hazelnut syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,stevia,coconut,vanilla syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,stevia,coconut,cinnamon powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,stevia,coconut,chocolate powder,2.4
espresso americano,double,80% arabica + 20% Robusta,little,stevia,oat,,2.4
espresso americano,double,80% arabica + 20% Robusta,little,stevia,oat,chocolate syrup,2.7
espresso americano,double,80% arabica + 20% Robusta,little,stevia,oat,strawberry syrup,2.7
